CISTO_OSSEO_ANEURISMATICO;1;;;;;
;peso;%;;peso;%;tipo
GENERO;1;0.125;FEMININO;1.2;0.0681818182;u
GENERO;;;MASCULINO;1;0.0568181818;
FAIXA_ETARIA;1;0.125;0-9;1;0.0208333333;u
FAIXA_ETARIA;;;10-19;1;0.0208333333;
FAIXA_ETARIA;;;20-29;1;0.0208333333;
FAIXA_ETARIA;;;30-39;1;0.0208333333;
FAIXA_ETARIA;;;40-49;0.5;0.0104166667;
FAIXA_ETARIA;;;50-59;0.5;0.0104166667;
FAIXA_ETARIA;;;60-69;0.5;0.0104166667;
FAIXA_ETARIA;;;ACIMA_DE_70;0.5;0.0104166667;
DENSIDADE;1;0.125;RADIOLUCIDA;2;0.125;u
DENSIDADE;;;MISTA;0;0;
DENSIDADE;;;RADIOPACA;0;0;
LOCALIZACAO;1;0.125;MAXILA_ANTERIOR;1;0.0056818182;m
LOCALIZACAO;;;MAXILA_POSTERIOR;1;0.0056818182;
LOCALIZACAO;;;MANDIBULA_ANTERIOR;1;0.0056818182;
LOCALIZACAO;;;MANDIBULA_POSTERIOR;3;0.0170454545;
LOCALIZACAO;;;CORPO_DA_MANDIBULA;2;0.0113636364;
LOCALIZACAO;;;INTERIOR_DO_CANAL_DA_MANDIBULA;0;0;
LOCALIZACAO;;;ABAIXO_DO_CANAL_DA_MANDIBULA;0;0;
LOCALIZACAO;;;FORAME_MENTUAL;0;0;
LOCALIZACAO;;;ANGULO_DA_MANDIBULA;2;0.0113636364;
LOCALIZACAO;;;RAMO_DA_MANDIBULA;2;0.0113636364;
LOCALIZACAO;;;CABECA_DA_MANDIBULA;0.5;0.0028409091;
LOCALIZACAO;;;PROCESSO_CORONOIDE_DA_MANDIBULA;0.5;0.0028409091;
LOCALIZACAO;;;TUBERCULO_ARTICULAR_DO_OSSO_TEMPORAL;0;0;
LOCALIZACAO;;;SEIO_MAXILAR;0;0;
LOCALIZACAO;;;TUBER_DA_MAXILA;0;0;
LOCALIZACAO;;;PROCESSO_ZIGOMATICO_DA_MAXILA;0;0;
LOCALIZACAO;;;ARCO_ZIGOMATICO;0;0;
LOCALIZACAO;;;ULTRAPASSA_A_LINHA_MEDIA;1;0.0056818182;
LOCALIZACAO;;;PALATO_OSSEO;0.5;0.0028409091;
LOCALIZACAO;;;LINHA_MEDIA_DO_PALATO_OSSEO;0.5;0.0028409091;
LOCALIZACAO;;;FORAME_INCISIVO;0;0;
LOCALIZACAO;;;ENTRE_OS_APICES_DOS_INCISIVOS_CENTRAIS_SUPERIORES;0.5;0.0028409091;
LOCALIZACAO;;;PROCESSO_ALVEOLAR;0.5;0.0028409091;
LOCALIZACAO;;;PROXIMO_A_CRISTA_ALVEOLAR;0.5;0.0028409091;
LOCALIZACAO;;;CONTORNA_AS_RAIZES_DENTARIAS;0.5;0.0028409091;
LOCALIZACAO;;;INTERRADICULAR;0.5;0.0028409091;
LOCALIZACAO;;;CIRCUNSCREVE_A_RAIZ_DENTARIA;0.5;0.0028409091;
LOCALIZACAO;;;CIRCUNSCREVE_TODO_O_DENTE;0.5;0.0028409091;
LOCALIZACAO;;;AREA_EDENTULA;0.5;0.0028409091;
LOCALIZACAO;;;ASSOCIADA_A_UM_DENTE_PARCIALMENTE_IRROMPIDO;0.5;0.0028409091;
LOCALIZACAO;;;ASSOCIADA_A_UM_DENTE_NAO_IRROMPIDO;0.5;0.0028409091;
LOCALIZACAO;;;PERIAPICAL;0.5;0.0028409091;
LOCALIZACAO;;;FACE_LATERAL_DA_RAIZ_DENTARIA;0.5;0.0028409091;
LOCALIZACAO;;;REGIAO_APICAL_DOS_ALVEOLOS;0.5;0.0028409091;
LOCALIZACAO;;;PERICORONARIA;0.5;0.0028409091;
LIMITES;1;0.125;DEFINIDOS;1;0.025;u
LIMITES;;;DEFINIDOS_(CORTICALIZADO);2;0.05;
LIMITES;;;DISCRETAMENTE_DEFINIDOS_(CORTICAL_POUCO_NITIDA);1;0.025;
LIMITES;;;DEFINIDOS_(HALO_RADIOLUCIDO);0;0;
LIMITES;;;INDEFINIDOS_(DIFUSOS);1;0.025;
FORMA;1;0.125;UNILOCULAR;2;0.0333333333;m
FORMA;;;MULTILOCULAR;3;0.05;
FORMA;;;OVALADA_OU_ARREDONDADA;1;0.0166666667;
FORMA;;;FESTONADA;0.5;0.0083333333;
FORMA;;;SEM_FORMA_DEFINIDA;1;0.0166666667;
EFEITOS_NOS_TECIDOS_ADJACENTES;1;0.125;EXPANSAO_DAS_CORTICAIS_OSSEAS_(ABAULAMENTO);2;0.0094339623;m
EFEITOS_NOS_TECIDOS_ADJACENTES;;;ADELGACAMENTO_DAS_CORTICAIS_OSSEAS;2;0.0094339623;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;REABSORCAO_RADICULAR_DO(S)_DENTE(S)_ENVOLVIDO(S);2;0.0094339623;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DESLOCAMENTO_DENTARIO;2;0.0094339623;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DIVERGENCIA_DE_RAIZES;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;INVADE_O_SEIO_MAXILAR;2;0.0094339623;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DESLOCAMENTO_DO_ASSOALHO_DO_SEIO_MAXILAR;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DESLOCAMENTO_DO_ASSOALHO_DA_FOSSA_NASAL;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DESLOCAMENTO_SUPERIOR_DO_CANAL_DA_MANDIBULA;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;DESLOCAMENTO_INFERIOR_DO_CANAL_DA_MANDIBULA;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;LAMINA_DURA_PARCIALMENTE_ROMPIDA;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;LAMINA_DURA_INDEFINIDA;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;PERDA_DA_LAMINA_DURA;1;0.0047169811;
EFEITOS_NOS_TECIDOS_ADJACENTES;;;ESTREITAMENTO_DO_ESPACO_DO_LIGAMENTO_PERIODONTAL;1;0.0047169811;
